,DateTime,X1,X2,X3,X4,Y
52,13,7.603333333333333,12.116,439.4,324.74,554575.4
53,13,7.623333333333334,11.794,362.31,315.12,560704.8
54,13,7.686666666666666,11.622,367.25,299.39000000000004,557673.2
55,13,7.703333333333333,11.414,317.33,273.26,563521.06
56,14,7.72,11.042,299.52000000000004,259.61,564146.4
57,14,7.79,10.822,327.86,281.45,562345.25
58,14,7.843333333333334,11.348,302.64000000000004,258.83,565809.7
59,14,7.786666666666666,12.422,239.33,205.4,561912.1
60,14,7.57,12.848,224.25,199.03,557927.4
61,14,7.53,12.941999999999998,241.8,208.39,556655.94
62,15,7.536666666666666,13.1,265.98,233.61,531346.1
63,15,7.47,13.28,173.29000000000002,154.31,541782.9
64,15,7.436666666666666,13.24,169.26,146.12,540362.75
65,15,7.413333333333333,13.18,192.27,168.61,530153.4
66,15,7.423333333333333,13.06,138.32000000000002,124.41,544178.8
67,15,7.216666666666666,13.4,141.31,126.1,489447.97
68,16,7.103333333333333,13.5,146.12,128.82999999999998,493822.12
69,16,7.136666666666667,13.66,163.28,136.5,478262.78
70,16,7.153333333333333,13.88,306.28000000000003,193.83,474258.75
71,16,7.196666666666666,14.18,238.16,184.08,441646.97
72,16,7.176666666666667,14.36,134.29,117.39,426048.2
73,16,7.123333333333334,14.46,99.06,83.525,441637.7
74,17,7.136666666666667,14.56,133.12,96.46,533912.0
75,17,7.12,14.7,198.64,114.14,505811.56
76,17,7.1066666666666665,14.8,69.069,61.425,578697.0
77,17,7.066666666666666,14.86,42.211,35.321000000000005,590801.2
78,17,7.04,14.82,91.26,49.023,595907.0
79,17,7.096666666666667,14.76,166.53,83.278,529845.9
80,18,7.103333333333333,14.62,96.85,71.34400000000001,729354.2
81,18,7.06,14.48,23.725,20.683,741166.2
82,18,7.016666666666667,14.62,7.3151,6.3531,745283.2
83,18,7.006666666666667,14.74,3.5698000000000003,3.0004,747602.44
84,18,6.996666666666666,14.88,1.5262,1.3338,749300.2
85,18,7.006666666666667,15.06,0.3328,0.2886,750235.44
86,19,7.026666666666666,15.36,0.1001,0.13,739659.8
87,19,6.986666666666667,15.64,0.0663,0.1248,740704.0
88,19,6.923333333333333,15.82,0.0949,0.1209,739977.4
89,19,6.890000000000001,15.98,0.0858,0.13,739863.25
90,19,6.863333333333333,16.119999999999997,0.0949,0.1443,739796.4
91,19,6.833333333333333,16.240000000000002,0.0949,0.1976,739427.9
92,20,6.81,16.32,0.104,0.1729,719243.1
93,20,6.793333333333333,16.419999999999998,0.1287,0.1014,719289.4
94,20,6.773333333333333,16.48,0.0806,0.1547,719292.94
95,20,6.753333333333334,16.52,0.1235,0.1443,719292.3
96,20,6.73,16.580000000000002,0.1001,0.1391,719295.06
97,20,6.716666666666666,16.64,0.0624,0.169,719307.75
98,21,6.6866666666666665,16.619999999999997,0.1001,0.1105,686812.56
99,21,6.65,16.580000000000002,0.0897,0.1157,689244.75
100,21,6.676666666666667,16.5,0.1001,0.1105,694795.7
101,21,6.683333333333334,16.4,0.1326,0.1157,696302.75
102,21,6.713333333333334,16.240000000000002,0.1092,0.1495,697236.44
103,21,6.746666666666666,16.080000000000002,0.1001,0.169,694937.25
104,22,6.760000000000001,15.96,0.1144,0.091,647312.2
105,22,6.75,15.98,0.052,0.1586,675291.56
106,22,6.739999999999999,16.0,0.1144,0.1391,644727.0
107,22,6.736666666666667,16.0,0.1001,0.1391,649721.6
108,22,6.73,16.04,0.0481,0.1352,670342.7
109,22,6.726666666666667,16.1,0.0806,0.1352,651557.8
110,23,6.73,16.14,0.0858,0.1547,606543.4
111,23,6.733333333333333,16.18,0.1001,0.1391,597914.7
112,23,6.666666666666667,16.2,0.0715,0.13,596299.3
113,23,6.586666666666667,16.28,0.1235,0.1157,543736.2
114,23,6.556666666666668,16.32,0.1092,0.1443,547648.44
115,23,6.54,16.419999999999998,0.1001,0.0962,555710.56
116,0,6.536666666666666,16.48,0.0858,0.1729,499490.2
117,0,6.533333333333334,16.5,0.1001,0.1638,481974.06
118,0,6.546666666666667,16.56,0.0806,0.1495,483226.22
119,0,6.543333333333333,16.580000000000002,0.1144,0.13,460242.12
120,0,6.56,16.68,0.1001,0.1638,463220.4
121,0,6.63,16.66,0.0949,0.1209,482232.75
122,1,6.66,16.7,0.1001,0.0962,546362.25
123,1,6.626666666666666,16.68,0.0806,0.1885,572149.0
124,1,6.536666666666666,16.72,0.1378,0.1586,426712.88
125,1,6.546666666666667,16.8,0.1235,0.0767,432194.22
126,1,6.596666666666667,16.78,0.104,0.1586,440011.28
127,1,6.573333333333333,16.759999999999998,0.104,0.1729,435644.94
128,2,6.55,16.759999999999998,0.0949,0.1586,551509.1
129,2,6.526666666666666,16.759999999999998,0.1235,0.1495,405471.88
130,2,6.489999999999999,16.759999999999998,0.0858,0.1443,603207.94
131,2,6.4433333333333325,16.8,0.1144,0.1105,465598.94
132,2,6.403333333333333,16.82,0.1287,0.1209,408598.38
133,2,6.386666666666667,16.82,0.1183,0.0819,412720.53
134,3,6.283333333333334,16.82,0.1378,0.1157,415908.16
135,3,6.05,16.82,0.1183,0.1495,382627.62
136,3,5.9,16.9,0.1144,0.169,379362.0
137,3,5.8933333333333335,16.919999999999998,0.1092,0.1391,384569.44
138,3,5.91,16.9,0.1001,0.13,391572.44
139,3,5.883333333333333,16.919999999999998,0.1144,0.1248,383101.28
140,4,5.843333333333334,16.919999999999998,0.143,0.13,399506.88
141,4,5.816666666666666,16.919999999999998,0.1144,0.1209,390183.66
142,4,5.82,16.94,0.1287,0.0819,392967.44
143,4,5.796666666666667,16.919999999999998,0.143,0.1495,400267.78
144,4,5.793333333333333,16.919999999999998,0.1183,0.1248,392193.1
145,4,5.746666666666666,16.94,0.0858,0.1586,370963.2
146,5,5.746666666666666,16.96,0.1183,0.1352,316365.75
147,5,5.756666666666667,16.98,0.104,0.1638,315589.5
148,5,5.78,16.96,0.1326,0.0676,316732.8
149,5,5.763333333333333,16.94,0.1235,0.1105,318603.7
150,5,5.763333333333333,16.96,0.1001,0.1066,317477.3
151,5,5.753333333333334,16.94,0.0572,0.169,321268.12
152,6,5.73,16.919999999999998,0.0897,0.1248,347293.44
153,6,5.706666666666667,16.919999999999998,0.0663,0.1586,343763.22
154,6,5.6933333333333325,16.96,0.0767,0.1781,338235.28
155,6,5.706666666666667,16.94,0.0897,0.1105,341900.78
156,6,5.69,16.919999999999998,0.0806,0.1547,341186.4
157,6,5.6933333333333325,16.919999999999998,0.104,0.1209,341651.7
158,7,5.6866666666666665,16.919999999999998,0.1001,0.1443,390490.66
159,7,5.72,16.94,0.3523,0.2314,390456.84
160,7,5.703333333333333,16.84,1.8967,1.4118000000000002,392344.88
161,7,5.666666666666667,16.84,4.758,3.9117,393555.56
162,7,5.66,16.84,9.295,7.7311,395215.0
163,7,5.663333333333333,16.84,41.886,17.888,393204.7
164,8,5.656666666666666,16.84,78.884,27.716,411123.4
165,8,5.683333333333334,16.86,85.839,27.69,410602.94
166,8,5.7,16.82,93.6,29.393,410269.38
167,8,5.739999999999999,16.84,164.06,35.178,393037.88
168,8,5.836666666666667,16.8,234.39,39.338,389335.75
169,8,5.896666666666667,16.740000000000002,272.48,40.924,388440.8
170,9,5.993333333333333,16.619999999999997,309.79,42.705000000000005,526093.7
171,9,6.093333333333334,16.54,345.15000000000003,44.902,518712.47
172,9,6.1866666666666665,16.419999999999998,380.9,48.36000000000001,511303.03
173,9,6.3,16.28,416.91,49.27,510817.0
174,9,6.543333333333333,16.32,456.43000000000006,48.763,524566.1
175,9,6.773333333333333,16.06,494.0,49.166,517829.1
176,10,6.866666666666667,15.72,522.6,54.548,521723.9
177,10,6.923333333333333,15.04,549.25,60.56700000000001,510238.8
178,10,7.036666666666666,14.82,593.45,65.494,526050.44
179,10,7.096666666666667,14.56,625.0400000000001,71.422,537754.3
180,10,7.140000000000001,14.24,653.12,74.10000000000001,541244.3
181,10,7.243333333333333,14.12,671.45,76.856,551765.2
182,11,7.313333333333333,13.919999999999998,700.96,90.311,571474.6
183,11,7.393333333333333,13.78,711.62,104.0,570046.44
184,11,7.399999999999999,13.84,729.4300000000001,108.94,573165.4
185,11,7.28,14.36,789.1,139.62,571548.1
186,11,7.313333333333333,14.26,784.42,120.64,571367.9
187,11,7.336666666666667,14.3,744.77,121.68,571181.2
188,12,7.373333333333334,14.16,771.1600000000001,112.19,546091.1
189,12,7.443333333333332,13.9,778.3100000000001,95.29,548020.7
190,12,7.633333333333333,13.72,793.9100000000001,78.455,545586.25
191,12,7.623333333333334,13.32,809.25,64.46700000000001,543070.8
192,12,7.736666666666667,13.24,809.25,66.03999999999999,535878.0
193,12,7.823333333333333,12.774,812.6300000000001,69.90100000000001,542365.4
194,13,7.843333333333334,12.586000000000002,816.14,74.074,500465.56
195,13,7.899999999999999,12.394,814.32,85.38400000000001,505735.03
196,13,8.049999999999999,12.166,812.89,103.35,511130.1
197,13,8.073333333333332,12.214,789.23,113.36,514549.7
198,13,8.049999999999999,12.52,788.1899999999999,105.3,497111.47
199,13,8.073333333333332,12.574000000000002,790.92,105.69,493986.88
200,14,8.01,12.754,804.83,137.54,519477.56
201,14,8.003333333333334,12.866,860.73,226.85,556496.8
202,14,7.936666666666666,12.846,174.07000000000002,136.63,563425.1
203,14,7.87,12.994,422.76,166.79000000000002,533319.1
204,14,7.896666666666667,13.24,520.39,168.74,555637.1
205,14,7.983333333333333,13.04,481.39,146.38,560474.4
206,15,8.016666666666667,12.98,365.69000000000005,135.46,547565.0
207,15,8.006666666666666,12.846,427.96,174.45999999999998,561966.75
208,15,8.206666666666667,12.78,320.71,137.54,560200.25
209,15,8.306666666666667,12.28,596.7,98.15,553171.0
210,15,8.4,11.925999999999998,448.11,81.48400000000001,553584.1
211,15,8.543333333333333,9.772,391.17,88.76400000000001,514675.25
212,16,8.63,9.326,249.73,73.944,515351.28
213,16,8.736666666666666,8.918000000000001,481.13000000000005,77.818,502643.25
214,16,8.853333333333333,8.598,419.77,53.274,521269.78
215,16,8.85,8.484,379.47,50.05,523838.66
216,16,8.77,8.404,343.46,44.811,522441.72
217,16,8.756666666666666,8.198,303.68,41.86000000000001,521521.47
218,17,8.703333333333333,8.024,268.32,39.143,527362.6
219,17,8.693333333333333,7.818,232.7,36.751,534114.0
220,17,8.700000000000001,7.77,196.17,35.321000000000005,545293.25
221,17,8.666666666666666,7.978,160.81,33.345,554307.6
222,17,8.603333333333333,8.044,129.22,30.225,558548.94
223,17,8.533333333333333,8.064,100.62,26.559,556260.6
224,18,8.48,7.709999999999999,72.51400000000001,22.594,707453.3
225,18,8.396666666666667,8.209999999999999,46.332,18.239,720466.94
226,18,8.28,8.858,22.230000000000004,12.818,732208.25
227,18,8.17,9.398,8.5891,7.307300000000001,734852.75
228,18,7.996666666666666,10.178,3.3605,3.0004,708397.3
229,18,7.82,10.652,0.8411000000000001,0.6747000000000001,739553.75
230,19,7.71,11.018,0.1664,0.1014,734333.5
231,19,7.636666666666667,11.306,0.1183,0.0767,739211.0
232,19,7.596666666666667,11.446,0.1326,0.1157,738253.4
233,19,7.5566666666666675,11.612,0.1144,0.1248,737024.8
234,19,7.496666666666666,11.872,0.143,0.0572,734475.06
235,19,7.46,12.098,0.0663,0.1391,733245.25
236,20,7.456666666666667,12.186000000000002,0.1183,0.0962,733582.9
237,20,7.396666666666667,12.546,0.0858,0.1066,730443.7
238,20,7.28,12.952000000000002,0.1287,0.091,725776.6
239,20,7.173333333333333,13.3,0.1092,0.0962,721476.4
240,20,7.096666666666667,13.66,0.0806,0.1066,719439.56
241,20,7.086666666666667,13.72,0.0572,0.091,719313.56
242,21,7.116666666666667,13.54,0.1092,0.1547,689105.2
243,21,7.133333333333333,13.38,0.0715,0.1547,687639.8
244,21,7.13,13.28,0.1378,0.13,690144.06
245,21,7.066666666666666,13.64,0.0572,0.1443,683471.3
246,21,6.976666666666667,14.14,0.0858,0.1066,683512.25
247,21,6.8933333333333335,14.46,0.052,0.221,682404.75
248,22,6.786666666666666,14.8,0.0949,0.1352,642570.06
249,22,6.763333333333333,14.84,0.052,0.1924,613283.9
250,22,6.7,14.919999999999998,0.0663,0.13,637477.7
251,22,6.579999999999999,15.2,0.0858,0.1781,610334.0
252,22,6.476666666666667,15.34,0.0897,0.1391,619417.2
253,22,6.453333333333333,15.419999999999998,0.0715,0.1781,577924.94
254,23,6.423333333333333,15.419999999999998,0.0806,0.26,515645.3
255,23,6.406666666666666,15.44,0.0572,0.1586,502637.62
256,23,6.423333333333333,15.38,0.0572,0.1781,503330.66
257,23,6.433333333333334,15.44,0.0858,0.1729,505572.12
258,23,6.416666666666667,15.56,0.1092,0.1391,514212.22
259,23,6.420000000000001,15.56,0.0572,0.1976,503962.06
260,0,6.323333333333333,15.32,0.0897,0.1976,454273.78
261,0,6.306666666666668,15.48,0.0858,0.1833,449208.94
262,0,6.27,15.6,0.1092,0.1495,452920.28
263,0,6.263333333333333,15.580000000000002,0.0663,0.1976,437792.97
264,0,6.196666666666666,15.78,0.0767,0.1729,439139.28
265,0,6.13,15.94,0.0806,0.1833,447362.5
266,1,6.076666666666667,15.9,0.0715,0.1976,398867.47
267,1,6.046666666666667,15.88,0.1001,0.1105,406746.16
268,1,6.066666666666666,15.82,0.0806,0.1872,400464.53
269,1,6.07,15.78,0.0767,0.1924,400193.53
270,1,5.98,15.84,0.0624,0.1872,398262.25
271,1,5.923333333333333,15.88,0.0897,0.1924,407716.03
272,2,5.94,15.86,0.0949,0.2119,382965.88
273,2,5.916666666666667,15.96,0.0572,0.169,384946.56
274,2,5.93,16.04,0.0858,0.1872,382921.22
275,2,5.94,16.14,0.0663,0.1729,382460.78
276,2,5.890000000000001,16.240000000000002,0.0663,0.2405,382351.9
277,2,5.776666666666666,16.22,0.0897,0.1638,388435.16
278,3,5.6933333333333325,16.240000000000002,0.0949,0.1924,385160.7
279,3,5.733333333333333,16.2,0.0806,0.1391,381272.34
280,3,5.773333333333333,16.14,0.0806,0.1924,379233.88
281,3,5.716666666666666,16.06,0.1469,0.1105,381442.94
282,3,5.7,16.080000000000002,0.0858,0.2457,381084.2
283,3,5.6933333333333325,16.119999999999997,0.0858,0.2028,382291.5
284,4,5.676666666666667,16.18,0.0624,0.1781,363795.25
285,4,5.609999999999999,16.28,0.0715,0.2171,365726.75
286,4,5.5633333333333335,16.32,0.0949,0.1547,388058.03
287,4,5.55,16.32,0.0949,0.1391,387305.4
288,4,5.526666666666666,16.32,0.0624,0.221,368358.66
289,4,5.503333333333334,16.380000000000003,0.052,0.2171,368819.8
290,5,5.510000000000001,16.380000000000003,0.0663,0.221,323434.78
291,5,5.466666666666666,16.419999999999998,0.0715,0.1586,353417.38
292,5,5.466666666666666,16.46,0.104,0.1872,347738.25
293,5,5.46,16.380000000000003,0.0858,0.2067,374982.4
294,5,5.47,16.4,0.0624,0.2261999999999999,359193.2
295,5,5.433333333333334,16.380000000000003,0.0858,0.1586,391224.47
296,6,5.403333333333333,16.34,0.0715,0.1391,330826.38
297,6,5.353333333333333,16.34,0.052,0.2314,323156.53
298,6,5.293333333333334,16.380000000000003,0.0806,0.1729,321381.84
299,6,5.246666666666667,16.44,0.0897,0.1443,324341.38
300,6,5.243333333333333,16.44,0.0663,0.1586,324442.66
301,6,5.256666666666667,16.46,0.0949,0.1586,324497.28
302,7,5.2700000000000005,16.46,0.0663,0.1976,340460.44
303,7,5.283333333333333,16.46,0.2379,0.2743,341412.44
304,7,5.31,16.44,1.7966,1.4599,345613.56
305,7,5.293333333333334,16.419999999999998,5.8708,4.875,349084.88
306,7,5.28,16.419999999999998,11.648,9.555,353848.0
307,7,5.233333333333333,16.419999999999998,30.823,17.719,369047.06
308,8,5.213333333333334,16.46,65.624,30.823,400507.56
309,8,5.233333333333333,16.46,91.91,44.031,399944.53
310,8,5.253333333333333,16.46,123.63,67.60000000000001,400361.9
311,8,5.283333333333333,16.44,110.11,76.167,404134.16
312,8,5.296666666666667,16.419999999999998,99.84,71.59100000000001,405928.78
313,8,5.323333333333333,16.44,109.72,82.784,405652.62
314,9,5.31,16.4,114.01,97.37,462937.75
315,9,5.38,16.419999999999998,112.06,97.63,463306.66
316,9,5.413333333333333,16.380000000000003,230.88,143.65,455114.62
317,9,5.510000000000001,16.46,538.2,203.84000000000003,415895.28
318,9,5.6433333333333335,16.28,307.06,127.66,443845.0
319,9,5.716666666666666,16.14,267.02000000000004,145.07999999999998,467514.06
320,10,5.863333333333333,16.14,412.36,134.29,607512.1
321,10,6.133333333333333,16.1,411.32,141.57000000000002,576683.1
322,10,6.56,16.119999999999997,577.85,90.363,541764.06
323,10,6.8133333333333335,15.7,603.46,78.76700000000001,547776.44
324,10,6.8933333333333335,15.38,629.0699999999999,85.92999999999999,550045.56
325,10,7.016666666666667,15.06,658.84,92.56,550777.94
326,11,7.163333333333333,14.56,665.21,96.98,576708.06
327,11,7.303333333333334,13.88,697.97,101.01,567779.4
328,11,7.420000000000001,13.28,713.4399999999999,122.2,552710.06
329,11,7.536666666666666,12.654,723.0600000000001,136.24,551586.9
330,11,7.59,12.22,737.8800000000001,111.28,551874.6
331,11,7.66,12.02,778.4399999999999,114.01,557911.44
332,12,7.643333333333333,11.486,792.0899999999999,102.57,559530.2
333,12,7.68,11.866,805.35,104.52,574581.1
334,12,7.646666666666667,12.46,756.47,138.57999999999998,565662.5
335,12,7.583333333333333,12.534,748.54,156.26000000000002,559961.0
336,12,7.613333333333333,12.674,863.98,144.3,561676.5
337,12,7.68,12.454,854.23,110.37,565612.5
338,13,7.7,12.688,825.5,108.03,518705.12
339,13,7.7,12.894,823.5500000000001,114.27,520278.88
340,13,7.736666666666667,12.774,810.0300000000001,109.07,513629.4
341,13,7.73,12.806,843.83,128.96,521324.38
342,13,7.763333333333333,12.6,797.0300000000001,126.36,518385.62
343,13,7.71,12.594,486.98,168.22000000000003,567805.5
344,14,7.603333333333333,12.766,461.76,274.95,532151.44
345,14,7.546666666666667,12.674,177.45000000000002,123.37,558800.94
346,14,7.489999999999999,12.786,231.92,138.57999999999998,556326.3
347,14,7.47,13.2,226.07,161.59,552514.6
348,14,7.426666666666667,13.4,364.0,254.93,449118.62
349,14,7.41,13.4,321.88,256.49,469431.16
350,15,7.37,13.4,273.0,191.36,494459.9
351,15,7.37,13.419999999999998,344.76,203.58,516757.66
352,15,7.416666666666667,13.36,373.88000000000005,177.84000000000003,530898.9
353,15,7.446666666666666,13.28,278.98,157.3,524674.1
354,15,7.413333333333333,13.24,256.1,149.5,522561.25
355,15,7.390000000000001,13.38,256.62,165.23,499056.47
356,16,7.38,13.48,269.88,191.62,505301.78
357,16,7.359999999999999,13.62,274.43,231.01,485816.72
358,16,7.366666666666667,13.68,218.4,188.89,481372.7
359,16,7.316666666666666,13.8,186.16,159.9,459324.12
360,16,7.3,14.0,154.70000000000002,134.29,439789.84
361,16,7.253333333333334,14.14,150.02,126.62000000000002,432122.94
362,17,7.246666666666666,14.18,153.14,129.74,503080.47
363,17,7.256666666666667,14.18,79.209,67.847,575906.75
364,17,7.21,14.18,89.10200000000002,74.724,580703.8
365,17,7.18,14.22,72.657,62.998000000000005,590911.94
366,17,7.183333333333334,14.28,77.519,65.286,586676.0
367,17,7.153333333333333,14.3,47.19,41.665,599978.06
368,18,7.1066666666666665,14.3,29.016,25.675,734224.3
369,18,7.096666666666667,14.24,15.145,13.416,730264.06
370,18,7.116666666666667,14.32,6.7015,5.9046,732304.75
371,18,7.096666666666667,14.44,1.8304,1.5899,737987.4
372,18,7.076666666666667,14.52,2.2724,2.0709,741462.6
373,18,7.0633333333333335,14.580000000000002,1.0738,0.9828,743565.6
374,19,7.053333333333334,14.6,0.1001,0.1443,733226.44
375,19,7.013333333333333,14.66,0.0949,0.1443,732678.44
376,19,7.003333333333334,14.7,0.0663,0.1586,732735.0
377,19,7.0,14.74,0.0572,0.1872,732977.3
378,19,6.986666666666667,14.78,0.0767,0.1547,732912.4
379,19,6.956666666666667,14.88,0.0572,0.1391,732793.3
380,20,6.920000000000001,14.919999999999998,0.052,0.1872,718617.0
381,20,6.806666666666668,15.1,0.0949,0.1248,718482.3
382,20,6.743333333333333,15.2,0.0897,0.1248,719020.5
383,20,6.646666666666667,15.36,0.0897,0.1066,720553.06
384,20,6.56,15.54,0.0481,0.2119,722456.6
385,20,6.496666666666666,15.68,0.0481,0.1976,723839.3
386,21,6.45,15.78,0.052,0.1872,690049.2
387,21,6.45,15.919999999999998,0.0663,0.1729,688982.75
388,21,6.503333333333334,15.96,0.0715,0.1924,688480.06
389,21,6.536666666666666,16.0,0.0429,0.1391,692501.94
390,21,6.463333333333334,15.98,0.104,0.1495,686751.8
391,21,6.343333333333334,16.119999999999997,0.0806,0.1976,688023.9
392,22,6.333333333333333,16.14,0.0767,0.1872,632404.06
393,22,6.3133333333333335,16.22,0.0572,0.1924,649004.06
394,22,6.253333333333334,16.259999999999998,0.0897,0.1547,605825.25
395,22,6.233333333333333,16.380000000000003,0.0767,0.2067,611023.5
396,22,6.226666666666667,16.419999999999998,0.0663,0.1976,627883.56
397,22,6.206666666666667,16.4,0.0858,0.1495,597760.1
398,23,6.16,16.46,0.0715,0.2261999999999999,534613.0
399,23,6.126666666666666,16.46,0.0715,0.1872,519147.7
400,23,6.093333333333334,16.5,0.0767,0.1781,517638.84
401,23,6.0633333333333335,16.56,0.0767,0.1833,513050.6
402,23,6.026666666666666,16.6,0.104,0.1638,507836.2
403,23,6.013333333333333,16.619999999999997,0.0767,0.2457,486958.62
404,0,6.0,16.64,0.0572,0.2938,455494.22
405,0,5.993333333333333,16.7,0.0858,0.1872,453294.9
406,0,6.026666666666666,16.72,0.0897,0.1781,452691.5
407,0,5.973333333333334,16.66,0.0806,0.1781,455756.44
408,0,5.926666666666667,16.7,0.1144,0.2067,442724.88
409,0,5.8933333333333335,16.740000000000002,0.0624,0.1729,459262.62
410,1,5.87,16.759999999999998,0.052,0.1352,389812.5
411,1,5.866666666666667,16.740000000000002,0.1001,0.1729,405675.72
412,1,5.84,16.82,0.0429,0.1833,388457.8
413,1,5.786666666666666,16.759999999999998,0.1469,0.1105,413438.97
414,1,5.766666666666667,16.86,0.0858,0.169,404913.6
415,1,5.796666666666667,16.84,0.0572,0.2743,392374.34
416,2,5.816666666666666,16.94,0.1001,0.2028,379400.94
417,2,5.88,17.0,0.0767,0.1495,377517.1
418,2,5.9,17.0,0.0897,0.2366,378235.94
419,2,5.9,16.96,0.052,0.1833,377698.25
420,2,5.9,16.94,0.0767,0.1781,378143.72
421,2,5.926666666666667,16.96,0.0858,0.1976,378740.34
422,3,5.956666666666667,17.0,0.0806,0.2314,380867.78
423,3,5.986666666666667,17.04,0.0858,0.1729,390270.5
424,3,5.9366666666666665,17.02,0.0806,0.2028,381598.56
425,3,5.9,17.0,0.0806,0.1833,381029.88
426,3,5.826666666666667,17.04,0.0858,0.169,381574.88
427,3,5.723333333333334,17.04,0.0429,0.2028,375771.4
428,4,5.663333333333333,17.06,0.0624,0.2405,367198.97
429,4,5.616666666666667,17.06,0.0858,0.2028,371585.1
430,4,5.6066666666666665,17.080000000000002,0.0663,0.2171,366737.44
431,4,5.66,17.14,0.0572,0.1443,365479.94
432,4,5.670000000000001,17.119999999999997,0.0429,0.2171,366360.22
433,4,5.666666666666667,17.1,0.1144,0.1638,391172.12
434,5,5.65,17.080000000000002,0.0806,0.2261999999999999,303638.75
435,5,5.66,17.06,0.0377,0.2067,306353.7
436,5,5.66,17.04,0.0663,0.1976,306241.12
437,5,5.656666666666666,17.02,0.0663,0.1872,306774.9
438,5,5.663333333333333,17.04,0.1001,0.1586,306559.16
439,5,5.6433333333333335,16.98,0.0663,0.1885,306965.72
440,6,5.626666666666666,17.0,0.104,0.1352,325449.47
441,6,5.62,17.0,0.0767,0.169,324873.12
442,6,5.626666666666666,17.04,0.0806,0.1586,323477.84
443,6,5.633333333333333,16.98,0.0715,0.1924,327494.22
444,6,5.583333333333333,16.919999999999998,0.0767,0.1443,326159.8
445,6,5.54,16.919999999999998,0.0715,0.1976,322992.78
446,7,5.523333333333333,16.94,0.0858,0.2314,363955.53
447,7,5.54,16.94,0.533,0.6123,368314.25
448,7,5.57,16.94,4.9816,4.0222,379615.0
449,7,5.513333333333333,16.84,7.3918,6.276400000000001,372673.4
450,7,5.476666666666667,16.880000000000003,13.091,10.556,370408.94
451,7,5.489999999999999,16.9,38.259,23.166,382322.78
452,8,5.533333333333334,16.880000000000003,85.51400000000001,34.97,406990.66
453,8,5.62,16.94,115.83,37.271,401972.97
454,8,5.703333333333333,16.94,124.54,38.22,401948.97
455,8,5.73,16.8,179.53,47.879,391343.8
